machine,sequence,BLOCKCHAIN_SUBMITTED,CONFIRMED,CREATED,MQTT_ACKNOWLEDGED,MQTT_SUBMITTED,RECEIVED,VALIDATED,MQTT_FAILED,SECURITY_REJECTED,BLOCKCHAIN_REJECTED,BLOCKCHAIN_FAILED,latency_creation_mqtt_ms,latency_mqtt_ms,latency_mqtt_ack_ms,latency_validation_ms,latency_edge_ms,latency_blockchain_ms,latency_total_ms,final_status
M01,62328,2026-09-10 17:23:23.774003+00:00,2026-09-10 17:23:23.827338+00:00,2026-09-10 17:23:22.640053+00:00,2026-09-10 17:23:22.644279+00:00,2026-09-10 17:23:22.640511+00:00,2026-09-10 17:23:23.744211+00:00,2026-09-10 17:23:23.744819+00:00,,,,,0.458,1103.6999999999998,3.7680000000000002,0.608,29.184,53.335,1187.2849999999999,CONFIRMED
M01,62329,2026-09-10 17:23:23.869028+00:00,2026-09-10 17:23:23.907026+00:00,2026-09-10 17:23:22.672300+00:00,2026-09-10 17:23:22.674123+00:00,2026-09-10 17:23:22.672486+00:00,2026-09-10 17:23:23.828096+00:00,2026-09-10 17:23:23.828403+00:00,,,,,0.186,1155.6100000000001,1.637,0.307,40.625,37.998,1234.7259999999999,CONFIRMED
M01,62330,2026-09-10 17:23:23.936196+00:00,2026-09-10 17:23:23.988141+00:00,2026-09-10 17:23:22.701760+00:00,2026-09-10 17:23:22.703005+00:00,2026-09-10 17:23:22.701890+00:00,2026-09-10 17:23:23.907830+00:00,2026-09-10 17:23:23.908430+00:00,,,,,0.12999999999999998,1205.94,1.1150000000000002,0.6,27.766,51.945,1286.381,CONFIRMED
M01,62331,2026-09-10 17:23:24.017310+00:00,2026-09-10 17:23:24.068775+00:00,2026-09-10 17:23:22.730379+00:00,2026-09-10 17:23:22.731051+00:00,2026-09-10 17:23:22.730501+00:00,2026-09-10 17:23:23.989522+00:00,2026-09-10 17:23:23.990158+00:00,,,,,0.122,1259.021,0.55,0.636,27.151999999999997,51.464999999999996,1338.396,CONFIRMED
M01,62332,2026-09-10 17:23:24.105517+00:00,2026-09-10 17:23:24.158567+00:00,2026-09-10 17:23:22.758556+00:00,2026-09-10 17:23:22.759661+00:00,2026-09-10 17:23:22.758790+00:00,2026-09-10 17:23:24.069459+00:00,2026-09-10 17:23:24.069879+00:00,,,,,0.23399999999999999,1310.6689999999999,0.871,0.42000000000000004,35.638000000000005,53.05,1400.0110000000002,CONFIRMED
M01,62333,2026-09-10 17:23:24.188217+00:00,2026-09-10 17:23:24.235233+00:00,2026-09-10 17:23:22.787045+00:00,2026-09-10 17:23:22.792524+00:00,2026-09-10 17:23:22.788307+00:00,2026-09-10 17:23:24.159104+00:00,2026-09-10 17:23:24.159565+00:00,,,,,1.262,1370.797,4.2170000000000005,0.46099999999999997,28.652,47.016000000000005,1448.188,CONFIRMED
M01,62334,2026-09-10 17:23:24.263030+00:00,2026-09-10 17:23:24.318019+00:00,2026-09-10 17:23:22.820885+00:00,2026-09-10 17:23:22.822316+00:00,2026-09-10 17:23:22.821127+00:00,2026-09-10 17:23:24.235858+00:00,2026-09-10 17:23:24.236389+00:00,,,,,0.242,1414.731,1.189,0.531,26.641000000000002,54.989000000000004,1497.134,CONFIRMED
M01,62335,2026-09-10 17:23:24.349595+00:00,2026-09-10 17:23:24.406564+00:00,2026-09-10 17:23:22.850323+00:00,2026-09-10 17:23:22.851301+00:00,2026-09-10 17:23:22.850507+00:00,2026-09-10 17:23:24.318843+00:00,2026-09-10 17:23:24.319295+00:00,,,,,0.184,1468.3359999999998,0.794,0.45199999999999996,30.3,56.969,1556.241,CONFIRMED
M01,62336,2026-09-10 17:23:24.436972+00:00,2026-09-10 17:23:24.488003+00:00,2026-09-10 17:23:22.880590+00:00,2026-09-10 17:23:22.882211+00:00,2026-09-10 17:23:22.880793+00:00,2026-09-10 17:23:24.407136+00:00,2026-09-10 17:23:24.407538+00:00,,,,,0.203,1526.343,1.418,0.402,29.433999999999997,51.031,1607.413,CONFIRMED
M01,62337,2026-09-10 17:23:24.524166+00:00,2026-09-10 17:23:24.576734+00:00,2026-09-10 17:23:22.909713+00:00,2026-09-10 17:23:22.910635+00:00,2026-09-10 17:23:22.909879+00:00,2026-09-10 17:23:24.489453+00:00,2026-09-10 17:23:24.490046+00:00,,,,,0.166,1579.574,0.756,0.593,34.12,52.568,1667.0210000000002,CONFIRMED
M01,62338,2026-09-10 17:23:24.607653+00:00,2026-09-10 17:23:24.659606+00:00,2026-09-10 17:23:22.938571+00:00,2026-09-10 17:23:22.940642+00:00,2026-09-10 17:23:22.938715+00:00,2026-09-10 17:23:24.577458+00:00,2026-09-10 17:23:24.577966+00:00,,,,,0.14400000000000002,1638.743,1.9269999999999998,0.508,29.687,51.952999999999996,1721.035,CONFIRMED
M01,62339,2026-09-10 17:23:24.685633+00:00,2026-09-10 17:23:24.728012+00:00,2026-09-10 17:23:22.968326+00:00,2026-09-10 17:23:22.970213+00:00,2026-09-10 17:23:22.968556+00:00,2026-09-10 17:23:24.660124+00:00,2026-09-10 17:23:24.660510+00:00,,,,,0.23,1691.568,1.657,0.386,25.123,42.379,1759.686,CONFIRMED
M01,62340,2026-09-10 17:23:24.761431+00:00,2026-09-10 17:23:24.806808+00:00,2026-09-10 17:23:23.000670+00:00,2026-09-10 17:23:23.002808+00:00,2026-09-10 17:23:23.000962+00:00,2026-09-10 17:23:24.728653+00:00,2026-09-10 17:23:24.729251+00:00,,,,,0.292,1727.691,1.846,0.598,32.18,45.377,1806.138,CONFIRMED
M01,62341,2026-09-10 17:23:24.835857+00:00,2026-09-10 17:23:24.887137+00:00,2026-09-10 17:23:23.036813+00:00,2026-09-10 17:23:23.058448+00:00,2026-09-10 17:23:23.037058+00:00,2026-09-10 17:23:24.807483+00:00,2026-09-10 17:23:24.808045+00:00,,,,,0.245,1770.425,21.39,0.562,27.812,51.28,1850.324,CONFIRMED
M01,62342,2026-09-10 17:23:24.913453+00:00,2026-09-10 17:23:24.962631+00:00,2026-09-10 17:23:23.197117+00:00,2026-09-10 17:23:23.197845+00:00,2026-09-10 17:23:23.197234+00:00,2026-09-10 17:23:24.887906+00:00,2026-09-10 17:23:24.888300+00:00,,,,,0.11699999999999999,1690.672,0.611,0.39399999999999996,25.153,49.178,1765.5140000000001,CONFIRMED
M01,62343,2026-09-10 17:23:24.993935+00:00,2026-09-10 17:23:25.043621+00:00,2026-09-10 17:23:23.251568+00:00,2026-09-10 17:23:23.254418+00:00,2026-09-10 17:23:23.251756+00:00,2026-09-10 17:23:24.963229+00:00,2026-09-10 17:23:24.963683+00:00,,,,,0.188,1711.473,2.662,0.45399999999999996,30.252000000000002,49.686,1792.053,CONFIRMED
M01,62344,2026-09-10 17:23:25.071070+00:00,2026-09-10 17:23:25.123370+00:00,2026-09-10 17:23:23.284432+00:00,2026-09-10 17:23:23.288575+00:00,2026-09-10 17:23:23.284691+00:00,2026-09-10 17:23:25.044237+00:00,2026-09-10 17:23:25.044995+00:00,,,,,0.259,1759.546,3.884,0.758,26.075,52.3,1838.9379999999999,CONFIRMED
M01,62345,2026-09-10 17:23:25.156658+00:00,2026-09-10 17:23:25.202598+00:00,2026-09-10 17:23:23.317479+00:00,2026-09-10 17:23:23.321499+00:00,2026-09-10 17:23:23.317761+00:00,2026-09-10 17:23:25.124142+00:00,2026-09-10 17:23:25.124744+00:00,,,,,0.28200000000000003,1806.381,3.738,0.602,31.913999999999998,45.940000000000005,1885.119,CONFIRMED
M01,62346,2026-09-10 17:23:25.234868+00:00,2026-09-10 17:23:25.284383+00:00,2026-09-10 17:23:23.350205+00:00,2026-09-10 17:23:23.351451+00:00,2026-09-10 17:23:23.350419+00:00,2026-09-10 17:23:25.203192+00:00,2026-09-10 17:23:25.203715+00:00,,,,,0.214,1852.773,1.032,0.523,31.153,49.515,1934.1779999999999,CONFIRMED
M01,62347,2026-09-10 17:23:25.312517+00:00,2026-09-10 17:23:25.361104+00:00,2026-09-10 17:23:23.379920+00:00,2026-09-10 17:23:23.381556+00:00,2026-09-10 17:23:23.380049+00:00,2026-09-10 17:23:25.285960+00:00,2026-09-10 17:23:25.286608+00:00,,,,,0.129,1905.911,1.5070000000000001,0.648,25.909000000000002,48.586999999999996,1981.1839999999997,CONFIRMED
M01,62348,2026-09-10 17:23:25.394330+00:00,2026-09-10 17:23:25.443738+00:00,2026-09-10 17:23:23.410872+00:00,2026-09-10 17:23:23.412607+00:00,2026-09-10 17:23:23.411111+00:00,2026-09-10 17:23:25.362208+00:00,2026-09-10 17:23:25.362741+00:00,,,,,0.23900000000000002,1951.0969999999998,1.496,0.533,31.589,49.408,2032.8659999999998,CONFIRMED
M01,62349,2026-09-10 17:23:25.474086+00:00,2026-09-10 17:23:25.522631+00:00,2026-09-10 17:23:23.441428+00:00,2026-09-10 17:23:23.442503+00:00,2026-09-10 17:23:23.441645+00:00,2026-09-10 17:23:25.444455+00:00,2026-09-10 17:23:25.445118+00:00,,,,,0.217,2002.8100000000002,0.858,0.6629999999999999,28.968,48.544999999999995,2081.203,CONFIRMED
M01,62350,2026-09-10 17:23:25.543241+00:00,2026-09-10 17:23:25.600842+00:00,2026-09-10 17:23:23.471743+00:00,2026-09-10 17:23:23.474551+00:00,2026-09-10 17:23:23.472146+00:00,2026-09-10 17:23:25.523144+00:00,2026-09-10 17:23:25.523510+00:00,,,,,0.40299999999999997,2050.998,2.405,0.366,19.730999999999998,57.601,2129.099,CONFIRMED
M01,62351,2026-09-10 17:23:25.634053+00:00,2026-09-10 17:23:25.680605+00:00,2026-09-10 17:23:23.503945+00:00,2026-09-10 17:23:23.506458+00:00,2026-09-10 17:23:23.504177+00:00,2026-09-10 17:23:25.601491+00:00,2026-09-10 17:23:25.602375+00:00,,,,,0.232,2097.314,2.281,0.884,31.677999999999997,46.552,2176.66,CONFIRMED
M01,62352,2026-09-10 17:23:25.719301+00:00,2026-09-10 17:23:25.767899+00:00,2026-09-10 17:23:23.539456+00:00,2026-09-10 17:23:23.543551+00:00,2026-09-10 17:23:23.539688+00:00,2026-09-10 17:23:25.681768+00:00,2026-09-10 17:23:25.682275+00:00,,,,,0.232,2142.08,3.863,0.507,37.026,48.598,2228.4429999999998,CONFIRMED
M01,62353,2026-09-10 17:23:25.794676+00:00,2026-09-10 17:23:25.841221+00:00,2026-09-10 17:23:23.572830+00:00,2026-09-10 17:23:23.575878+00:00,2026-09-10 17:23:23.573025+00:00,2026-09-10 17:23:25.768747+00:00,2026-09-10 17:23:25.769127+00:00,,,,,0.195,2195.7219999999998,2.853,0.38,25.549,46.545,2268.3909999999996,CONFIRMED
M01,62354,2026-09-10 17:23:25.881044+00:00,2026-09-10 17:23:25.924781+00:00,2026-09-10 17:23:23.617556+00:00,2026-09-10 17:23:23.619082+00:00,2026-09-10 17:23:23.617720+00:00,2026-09-10 17:23:25.841727+00:00,2026-09-10 17:23:25.842168+00:00,,,,,0.164,2224.007,1.3619999999999999,0.441,38.876,43.736999999999995,2307.225,CONFIRMED
M01,62355,2026-09-10 17:23:25.952009+00:00,2026-09-10 17:23:26.023585+00:00,2026-09-10 17:23:23.646944+00:00,2026-09-10 17:23:23.647934+00:00,2026-09-10 17:23:23.647147+00:00,2026-09-10 17:23:25.925238+00:00,2026-09-10 17:23:25.925697+00:00,,,,,0.203,2278.091,0.787,0.45899999999999996,26.311999999999998,71.57600000000001,2376.641,CONFIRMED
M01,62356,2026-09-10 17:23:26.044897+00:00,2026-09-10 17:23:26.092247+00:00,2026-09-10 17:23:23.677120+00:00,2026-09-10 17:23:23.678596+00:00,2026-09-10 17:23:23.677367+00:00,2026-09-10 17:23:26.023965+00:00,2026-09-10 17:23:26.024242+00:00,,,,,0.247,2346.598,1.229,0.277,20.655,47.35,2415.127,CONFIRMED
M01,62357,2026-09-10 17:23:26.127899+00:00,2026-09-10 17:23:26.181449+00:00,2026-09-10 17:23:23.706275+00:00,2026-09-10 17:23:23.707548+00:00,2026-09-10 17:23:23.706460+00:00,2026-09-10 17:23:26.093108+00:00,2026-09-10 17:23:26.093669+00:00,,,,,0.185,2386.648,1.088,0.5609999999999999,34.23,53.55,2475.174,CONFIRMED
M01,62358,2026-09-10 17:23:26.225494+00:00,2026-09-10 17:23:26.280635+00:00,2026-09-10 17:23:23.735457+00:00,2026-09-10 17:23:23.737515+00:00,2026-09-10 17:23:23.735649+00:00,2026-09-10 17:23:26.182209+00:00,2026-09-10 17:23:26.182865+00:00,,,,,0.192,2446.56,1.866,0.656,42.629,55.141000000000005,2545.178,CONFIRMED
M01,62359,2026-09-10 17:23:26.315238+00:00,2026-09-10 17:23:26.360120+00:00,2026-09-10 17:23:23.765640+00:00,2026-09-10 17:23:23.768450+00:00,2026-09-10 17:23:23.765882+00:00,2026-09-10 17:23:26.281259+00:00,2026-09-10 17:23:26.281699+00:00,,,,,0.242,2515.377,2.568,0.44,33.539,44.882,2594.48,CONFIRMED
M01,62360,2026-09-10 17:23:26.399963+00:00,2026-09-10 17:23:26.446394+00:00,2026-09-10 17:23:23.797225+00:00,2026-09-10 17:23:23.798402+00:00,2026-09-10 17:23:23.797404+00:00,2026-09-10 17:23:26.360985+00:00,2026-09-10 17:23:26.361568+00:00,,,,,0.179,2563.581,0.998,0.583,38.394999999999996,46.431,2649.1690000000003,CONFIRMED
M01,62361,2026-09-10 17:23:26.479499+00:00,2026-09-10 17:23:26.533659+00:00,2026-09-10 17:23:23.825235+00:00,2026-09-10 17:23:23.826024+00:00,2026-09-10 17:23:23.825340+00:00,2026-09-10 17:23:26.447184+00:00,2026-09-10 17:23:26.447869+00:00,,,,,0.10500000000000001,2621.844,0.684,0.6849999999999999,31.63,54.16,2708.424,CONFIRMED
M01,62362,2026-09-10 17:23:26.566282+00:00,2026-09-10 17:23:26.637087+00:00,2026-09-10 17:23:23.856722+00:00,2026-09-10 17:23:23.857900+00:00,2026-09-10 17:23:23.857021+00:00,2026-09-10 17:23:26.534587+00:00,2026-09-10 17:23:26.535164+00:00,,,,,0.299,2677.5660000000003,0.879,0.5770000000000001,31.118,70.805,2780.365,CONFIRMED
M01,62363,2026-09-10 17:23:26.675364+00:00,2026-09-10 17:23:26.743598+00:00,2026-09-10 17:23:23.890896+00:00,2026-09-10 17:23:23.892333+00:00,2026-09-10 17:23:23.891830+00:00,2026-09-10 17:23:26.638419+00:00,2026-09-10 17:23:26.640517+00:00,,,,,0.934,2746.589,0.503,2.098,34.847,68.23400000000001,2852.7019999999998,CONFIRMED
M01,62364,2026-09-10 17:23:26.780045+00:00,2026-09-10 17:23:26.836024+00:00,2026-09-10 17:23:23.922424+00:00,2026-09-10 17:23:23.923503+00:00,2026-09-10 17:23:23.922630+00:00,2026-09-10 17:23:26.744182+00:00,2026-09-10 17:23:26.744846+00:00,,,,,0.206,2821.552,0.873,0.664,35.199,55.979,2913.6,CONFIRMED
M01,62365,2026-09-10 17:23:26.881210+00:00,2026-09-10 17:23:26.945024+00:00,2026-09-10 17:23:23.951600+00:00,2026-09-10 17:23:23.952701+00:00,2026-09-10 17:23:23.951789+00:00,2026-09-10 17:23:26.837407+00:00,2026-09-10 17:23:26.837940+00:00,,,,,0.189,2885.618,0.912,0.533,43.27,63.81399999999999,2993.424,CONFIRMED
M01,62366,2026-09-10 17:23:26.980710+00:00,2026-09-10 17:23:27.041710+00:00,2026-09-10 17:23:23.988665+00:00,2026-09-10 17:23:23.990199+00:00,2026-09-10 17:23:23.988822+00:00,2026-09-10 17:23:26.945775+00:00,2026-09-10 17:23:26.946122+00:00,,,,,0.157,2956.953,1.377,0.347,34.588,61.0,3053.045,CONFIRMED
M01,62367,2026-09-10 17:23:27.071154+00:00,2026-09-10 17:23:27.114973+00:00,2026-09-10 17:23:24.019691+00:00,2026-09-10 17:23:24.023153+00:00,2026-09-10 17:23:24.019832+00:00,2026-09-10 17:23:27.042614+00:00,2026-09-10 17:23:27.043172+00:00,,,,,0.14100000000000001,3022.7819999999997,3.321,0.558,27.982,43.818999999999996,3095.282,CONFIRMED
M01,62368,2026-09-10 17:23:27.143035+00:00,2026-09-10 17:23:27.186604+00:00,2026-09-10 17:23:24.051976+00:00,2026-09-10 17:23:24.053634+00:00,2026-09-10 17:23:24.052572+00:00,2026-09-10 17:23:27.115685+00:00,2026-09-10 17:23:27.116209+00:00,,,,,0.596,3063.113,1.062,0.524,26.826,43.568999999999996,3134.628,CONFIRMED
M01,62369,2026-09-10 17:23:27.217252+00:00,2026-09-10 17:23:27.261411+00:00,2026-09-10 17:23:24.082348+00:00,2026-09-10 17:23:24.084142+00:00,2026-09-10 17:23:24.082583+00:00,2026-09-10 17:23:27.187573+00:00,2026-09-10 17:23:27.188004+00:00,,,,,0.235,3104.99,1.5590000000000002,0.431,29.248,44.159,3179.063,CONFIRMED
M01,62370,2026-09-10 17:23:27.295188+00:00,2026-09-10 17:23:27.341032+00:00,2026-09-10 17:23:24.111588+00:00,2026-09-10 17:23:24.112710+00:00,2026-09-10 17:23:24.111803+00:00,2026-09-10 17:23:27.261923+00:00,2026-09-10 17:23:27.262441+00:00,,,,,0.215,3150.12,0.907,0.518,32.747,45.844,3229.444,CONFIRMED
M01,62371,2026-09-10 17:23:27.370995+00:00,2026-09-10 17:23:27.419538+00:00,2026-09-10 17:23:24.141172+00:00,2026-09-10 17:23:24.146041+00:00,2026-09-10 17:23:24.141388+00:00,2026-09-10 17:23:27.341957+00:00,2026-09-10 17:23:27.342449+00:00,,,,,0.216,3200.569,4.653,0.49200000000000005,28.546,48.543000000000006,3278.366,CONFIRMED
M01,62372,2026-09-10 17:23:27.449874+00:00,2026-09-10 17:23:27.491129+00:00,2026-09-10 17:23:24.174929+00:00,2026-09-10 17:23:24.175873+00:00,2026-09-10 17:23:24.175101+00:00,2026-09-10 17:23:27.420329+00:00,2026-09-10 17:23:27.420819+00:00,,,,,0.17200000000000001,3245.228,0.772,0.49,29.055,41.255,3316.2,CONFIRMED
M01,62373,2026-09-10 17:23:27.520425+00:00,2026-09-10 17:23:27.574137+00:00,2026-09-10 17:23:24.206599+00:00,2026-09-10 17:23:24.208953+00:00,2026-09-10 17:23:24.206805+00:00,2026-09-10 17:23:27.491873+00:00,2026-09-10 17:23:27.492347+00:00,,,,,0.206,3285.0679999999998,2.148,0.474,28.078,53.712,3367.538,CONFIRMED
M01,62374,2026-09-10 17:23:27.602532+00:00,2026-09-10 17:23:27.656589+00:00,2026-09-10 17:23:24.235854+00:00,2026-09-10 17:23:24.238489+00:00,2026-09-10 17:23:24.236531+00:00,2026-09-10 17:23:27.574895+00:00,2026-09-10 17:23:27.575263+00:00,,,,,0.6769999999999999,3338.364,1.9580000000000002,0.368,27.269000000000002,54.057,3420.735,CONFIRMED
M01,62375,2026-09-10 17:23:27.694173+00:00,2026-09-10 17:23:27.743058+00:00,2026-09-10 17:23:24.266420+00:00,2026-09-10 17:23:24.268570+00:00,2026-09-10 17:23:24.266668+00:00,2026-09-10 17:23:27.657650+00:00,2026-09-10 17:23:27.658300+00:00,,,,,0.248,3390.982,1.9020000000000001,0.65,35.873000000000005,48.885,3476.638,CONFIRMED
M01,62376,2026-09-10 17:23:27.773521+00:00,2026-09-10 17:23:27.824178+00:00,2026-09-10 17:23:24.296177+00:00,2026-09-10 17:23:24.297203+00:00,2026-09-10 17:23:24.296368+00:00,2026-09-10 17:23:27.743663+00:00,2026-09-10 17:23:27.743998+00:00,,,,,0.191,3447.295,0.8350000000000001,0.335,29.523,50.657000000000004,3528.001,CONFIRMED
M01,62377,2026-09-10 17:23:27.850215+00:00,2026-09-10 17:23:27.902680+00:00,2026-09-10 17:23:24.326332+00:00,2026-09-10 17:23:24.328159+00:00,2026-09-10 17:23:24.326526+00:00,2026-09-10 17:23:27.825545+00:00,2026-09-10 17:23:27.826053+00:00,,,,,0.194,3499.0190000000002,1.633,0.508,24.162,52.464999999999996,3576.348,CONFIRMED
M01,62378,2026-09-10 17:23:27.933280+00:00,2026-09-10 17:23:27.973135+00:00,2026-09-10 17:23:24.356081+00:00,2026-09-10 17:23:24.357721+00:00,2026-09-10 17:23:24.356249+00:00,2026-09-10 17:23:27.903209+00:00,2026-09-10 17:23:27.903595+00:00,,,,,0.16799999999999998,3546.96,1.472,0.386,29.685,39.855000000000004,3617.054,CONFIRMED
