timestamp,machine_id,vibration,acoustic,temperature,current,IMF_1,IMF_2,IMF_3,signature_valid,seq_gap,inter_arrival_ms,label,label_name
2024-07-01 08:01:44,M03,0.835,0.57,66.03,11.26,0.197,0.014,0.039,1,1,1028,0,NORMAL
2024-07-01 08:01:45,M02,0.752,0.569,62.71,11.83,0.147,0.08,-0.002,1,1,1013,0,NORMAL
2024-07-01 08:01:46,M01,0.789,0.627,66.4,12.68,0.136,-0.062,0.003,1,1,990,0,NORMAL
2024-07-01 08:01:47,M01,0.752,0.638,62.18,12.25,0.227,-0.068,0.028,1,1,963,0,NORMAL
2024-07-01 08:01:48,M01,0.782,0.623,63.33,12.09,0.11,-0.014,0.006,1,1,1000,0,NORMAL
2024-07-01 08:01:49,M03,0.84,0.517,67.63,11.88,0.122,0.056,-0.045,1,1,1016,0,NORMAL
2024-07-01 08:01:50,M03,0.713,0.627,66.68,11.79,0.17,-0.091,-0.028,1,1,982,0,NORMAL
2024-07-01 08:01:51,M03,0.82,0.55,68.01,12.14,0.179,-0.114,0.009,1,1,993,0,NORMAL
2024-07-01 08:01:52,M01,0.81,0.612,64.4,11.86,0.184,0.056,0.045,1,1,936,0,NORMAL
2024-07-01 08:01:53,M01,0.769,0.53,62.6,11.97,0.204,-0.041,0.059,1,1,955,0,NORMAL
2024-07-01 08:01:54,M03,0.727,0.623,64.47,12.03,0.17,-0.027,0.029,1,1,930,0,NORMAL
2024-07-01 08:01:55,M02,0.802,0.561,65.17,11.64,0.184,-0.127,0.011,1,1,1019,0,NORMAL
2024-07-01 08:01:56,M01,0.772,0.537,65.12,12.26,0.148,-0.047,0.028,1,1,1021,0,NORMAL
2024-07-01 08:01:57,M01,0.81,0.636,67.28,13.48,0.163,-0.001,-0.023,1,1,922,0,NORMAL
2024-07-01 08:01:58,M01,0.8,0.613,64.22,11.08,0.165,0.063,-0.005,1,1,945,0,NORMAL
2024-07-01 08:01:59,M02,0.878,0.57,65.68,12.16,0.171,-0.053,-0.029,1,1,958,0,NORMAL
2024-07-01 08:02:00,M01,0.787,0.672,62.93,11.6,0.197,0.113,-0.044,1,1,1024,0,NORMAL
2024-07-01 08:02:01,M02,0.748,0.579,65.88,12.28,0.187,-0.047,0.013,1,1,1003,0,NORMAL
2024-07-01 08:02:02,M03,0.808,0.602,64.97,12.01,0.162,-0.047,0.008,1,1,974,0,NORMAL
2024-07-01 08:02:03,M01,0.81,0.614,63.42,12.38,0.122,0.105,0.026,1,1,1005,0,NORMAL
2024-07-01 08:02:04,M02,0.866,0.57,64.48,12.59,0.164,0.014,0.021,1,1,982,0,NORMAL
2024-07-01 08:02:05,M02,0.84,0.624,64.58,12.09,0.159,-0.038,0.01,1,1,1010,0,NORMAL
2024-07-01 08:02:06,M03,0.816,0.574,64.41,12.57,0.17,-0.011,0.021,1,1,951,0,NORMAL
2024-07-01 08:02:07,M02,0.871,0.58,68.59,10.79,0.266,0.092,-0.001,1,1,1105,0,NORMAL
2024-07-01 08:02:08,M03,0.74,0.668,64.76,12.8,0.135,0.1,0.016,1,1,1054,0,NORMAL
2024-07-01 08:02:09,M02,0.767,0.549,64.46,12.18,0.18,-0.056,-0.025,1,1,996,0,NORMAL
2024-07-01 08:02:10,M01,0.753,0.481,60.66,12.54,0.211,-0.003,0.014,1,1,922,0,NORMAL
2024-07-01 08:02:11,M02,0.779,0.68,63.13,11.37,0.165,0.006,0.025,1,1,1051,0,NORMAL
2024-07-01 08:02:12,M01,0.73,0.727,64.42,11.57,0.272,-0.068,-0.023,1,1,968,0,NORMAL
2024-07-01 08:02:13,M02,0.83,0.581,63.55,12.06,0.142,-0.004,0.003,1,1,993,0,NORMAL
2024-07-01 08:02:14,M01,0.788,0.505,67.79,11.98,0.176,0.0,-0.021,1,1,957,0,NORMAL
2024-07-01 08:02:15,M01,0.726,0.585,64.62,12.13,0.122,0.078,-0.018,1,1,997,0,NORMAL
2024-07-01 08:02:16,M03,0.748,0.586,67.6,12.54,0.143,0.082,-0.039,1,1,964,0,NORMAL
2024-07-01 08:02:17,M02,0.814,0.591,65.09,11.09,0.172,-0.023,0.046,1,1,968,0,NORMAL
2024-07-01 08:02:18,M03,0.84,0.546,65.04,12.49,0.201,-0.015,0.039,1,1,1020,0,NORMAL
2024-07-01 08:02:19,M01,0.898,0.629,64.78,11.99,0.176,0.045,0.02,1,1,992,0,NORMAL
2024-07-01 08:02:20,M01,0.943,0.627,64.97,11.89,0.22,-0.04,0.072,1,1,1023,0,NORMAL
2024-07-01 08:02:21,M01,0.819,0.527,68.48,11.24,0.156,0.04,-0.006,1,1,988,0,NORMAL
2024-07-01 08:02:22,M02,0.75,0.635,60.2,12.25,0.144,-0.006,0.11,1,1,1018,0,NORMAL
2024-07-01 08:02:23,M02,0.693,0.702,60.86,10.76,0.29,-0.067,-0.007,1,1,994,0,NORMAL
2024-07-01 08:02:24,M02,0.812,0.609,63.85,12.32,0.179,-0.066,0.01,1,1,1003,0,NORMAL
2024-07-01 08:02:25,M01,0.758,0.584,64.99,11.23,0.126,0.099,-0.013,1,1,965,0,NORMAL
2024-07-01 08:02:26,M01,0.778,0.594,66.37,12.02,0.127,-0.011,0.014,1,1,1030,0,NORMAL
2024-07-01 08:02:27,M01,0.768,0.631,65.93,11.93,0.115,0.112,0.031,1,1,1018,0,NORMAL
2024-07-01 08:02:28,M01,0.792,0.515,64.17,12.59,0.205,-0.035,-0.003,1,1,1011,0,NORMAL
2024-07-01 08:02:29,M03,0.852,0.609,67.05,11.9,0.143,0.02,0.065,1,1,1027,0,NORMAL
2024-07-01 08:02:30,M02,0.806,0.581,67.07,11.64,0.166,0.163,0.01,1,1,1037,0,NORMAL
2024-07-01 08:02:31,M03,0.791,0.692,65.34,11.73,0.157,-0.073,0.011,1,1,995,0,NORMAL
2024-07-01 08:02:32,M02,0.747,0.592,66.93,12.64,0.195,-0.13,-0.032,1,1,1055,0,NORMAL
2024-07-01 08:02:33,M01,0.716,0.683,65.52,12.26,0.12,0.088,0.016,1,1,1025,0,NORMAL
2024-07-01 08:02:34,M01,0.775,0.546,63.81,11.79,0.109,-0.057,-0.004,1,1,1011,0,NORMAL
2024-07-01 08:02:35,M03,0.796,0.63,66.39,11.87,0.171,-0.002,-0.021,1,1,970,0,NORMAL
2024-07-01 08:02:36,M02,0.886,0.616,65.19,11.19,0.189,-0.04,-0.027,1,1,1028,0,NORMAL
2024-07-01 08:02:37,M03,0.805,0.558,64.96,12.19,0.176,0.018,0.097,1,1,985,0,NORMAL
2024-07-01 08:02:38,M03,0.847,0.609,67.98,11.09,0.122,-0.065,-0.008,1,1,1002,0,NORMAL
2024-07-01 08:02:39,M01,0.774,0.66,59.94,12.37,0.193,-0.013,-0.051,1,1,980,0,NORMAL
2024-07-01 08:02:40,M02,0.74,0.585,62.05,12.06,0.125,0.03,-0.024,1,1,1061,0,NORMAL
2024-07-01 08:02:41,M02,0.751,0.517,62.53,13.21,0.135,-0.069,-0.001,1,1,981,0,NORMAL
2024-07-01 08:02:42,M02,0.763,0.6,64.22,11.43,0.115,-0.048,0.021,1,1,936,0,NORMAL
2024-07-01 08:02:43,M03,0.904,0.556,64.44,11.94,0.222,-0.024,0.021,1,1,931,0,NORMAL
2024-07-01 08:02:44,M03,0.758,0.584,61.87,12.91,0.191,-0.098,0.025,1,1,1025,0,NORMAL
2024-07-01 08:02:45,M02,0.84,0.597,62.94,12.6,0.189,-0.029,-0.022,1,1,985,0,NORMAL
2024-07-01 08:02:46,M02,0.754,0.516,63.2,11.63,0.22,0.008,0.013,1,1,933,0,NORMAL
2024-07-01 08:02:47,M01,0.845,0.521,70.0,12.1,0.295,-0.028,-0.03,1,1,970,0,NORMAL
2024-07-01 08:02:48,M01,0.818,0.624,68.65,11.99,0.079,-0.019,-0.021,1,1,1051,0,NORMAL
2024-07-01 08:02:49,M03,0.791,0.575,64.12,12.13,0.125,-0.002,-0.032,1,1,974,0,NORMAL
2024-07-01 08:02:50,M01,0.797,0.474,64.21,11.63,0.131,-0.045,-0.042,1,1,992,0,NORMAL
2024-07-01 08:02:51,M02,0.766,0.639,62.6,11.94,0.12,0.047,0.039,1,1,990,0,NORMAL
2024-07-01 08:02:52,M03,0.821,0.614,61.05,11.17,0.109,0.098,0.026,1,1,980,0,NORMAL
2024-07-01 08:02:53,M01,0.776,0.565,64.72,12.06,0.146,-0.032,0.036,1,1,994,0,NORMAL
2024-07-01 08:02:54,M02,0.738,0.536,62.91,12.22,0.102,0.033,0.002,1,1,949,0,NORMAL
2024-07-01 08:02:55,M02,0.735,0.642,64.79,11.87,0.176,-0.017,0.029,1,1,928,0,NORMAL
2024-07-01 08:02:56,M03,0.807,0.618,61.68,11.17,0.163,0.025,-0.062,1,1,982,0,NORMAL
2024-07-01 08:02:57,M02,0.877,0.718,63.4,12.49,0.183,0.107,0.032,1,1,1012,0,NORMAL
2024-07-01 08:02:58,M02,0.807,0.621,65.26,12.18,0.185,0.034,0.007,1,1,1023,0,NORMAL
2024-07-01 08:02:59,M03,0.793,0.62,65.71,11.62,0.189,-0.121,0.024,1,1,1046,0,NORMAL
2024-07-01 08:03:00,M02,0.813,0.592,65.82,11.85,0.142,0.031,0.015,1,1,1036,0,NORMAL
2024-07-01 08:03:01,M02,0.863,0.641,62.25,11.22,0.262,0.084,-0.034,1,1,1037,0,NORMAL
2024-07-01 08:03:02,M03,0.81,0.631,66.71,11.47,0.172,-0.015,-0.053,1,1,1030,0,NORMAL
2024-07-01 08:03:03,M02,0.778,0.662,63.32,11.72,0.071,0.068,-0.025,1,1,946,0,NORMAL
2024-07-01 08:03:04,M01,0.854,0.575,66.26,12.62,0.112,-0.047,0.021,1,1,1016,0,NORMAL
2024-07-01 08:03:05,M03,0.82,0.579,64.94,11.66,0.077,-0.102,0.026,1,1,1043,0,NORMAL
2024-07-01 08:03:06,M03,0.875,0.577,62.14,12.32,0.161,0.009,-0.048,1,1,962,0,NORMAL
2024-07-01 08:03:07,M02,0.808,0.64,64.31,11.72,0.154,-0.12,-0.034,1,1,1018,0,NORMAL
2024-07-01 08:03:08,M01,0.738,0.675,65.71,12.12,0.138,-0.017,-0.025,1,1,997,0,NORMAL
2024-07-01 08:03:09,M01,0.731,0.578,66.22,11.92,0.256,0.088,-0.012,1,1,1015,0,NORMAL
2024-07-01 08:03:10,M02,0.881,0.58,64.67,12.44,0.187,-0.131,-0.048,1,1,925,0,NORMAL
2024-07-01 08:03:11,M03,0.884,0.616,68.1,11.72,0.195,-0.088,-0.05,1,1,1054,0,NORMAL
2024-07-01 08:03:12,M01,0.79,0.588,67.03,11.19,0.116,-0.071,-0.029,1,1,1072,0,NORMAL
2024-07-01 08:03:13,M02,0.78,0.648,64.43,11.29,0.113,-0.005,0.004,1,1,986,0,NORMAL
2024-07-01 08:03:14,M03,0.871,0.489,66.5,11.72,0.162,-0.025,-0.041,1,1,1001,0,NORMAL
2024-07-01 08:03:15,M01,0.744,0.56,68.92,11.35,0.169,0.095,-0.003,1,1,980,0,NORMAL
2024-07-01 08:03:16,M03,0.754,0.562,68.98,12.2,0.072,0.065,0.039,1,1,980,0,NORMAL
2024-07-01 08:03:17,M02,0.831,0.486,62.44,11.75,0.152,0.034,-0.046,1,1,985,0,NORMAL
2024-07-01 08:03:18,M03,0.779,0.553,63.06,13.2,0.161,0.01,-0.006,1,1,1028,0,NORMAL
2024-07-01 08:03:19,M03,0.798,0.555,68.0,11.1,0.15,0.027,0.038,1,1,993,0,NORMAL
2024-07-01 08:03:20,M02,0.791,0.591,62.79,12.09,0.121,-0.059,-0.014,1,1,933,0,NORMAL
2024-07-01 08:03:21,M01,0.815,0.656,62.25,11.41,0.135,0.058,-0.02,1,1,1033,0,NORMAL
2024-07-01 08:03:22,M03,0.869,0.588,63.96,11.74,0.152,-0.076,0.043,1,1,998,0,NORMAL
2024-07-01 08:03:23,M02,0.803,0.55,65.82,12.06,0.165,0.057,-0.01,1,1,970,0,NORMAL
2024-07-01 08:03:24,M01,0.831,0.598,64.75,10.8,0.189,0.081,0.041,1,1,991,0,NORMAL
2024-07-01 08:03:25,M03,0.697,0.652,63.63,12.11,0.212,0.014,0.016,1,1,1039,0,NORMAL
2024-07-01 08:03:26,M02,0.796,0.552,63.58,12.96,0.146,-0.012,-0.011,1,1,894,0,NORMAL
2024-07-01 08:03:27,M03,0.757,0.556,63.5,11.76,0.138,0.027,0.018,1,1,1006,0,NORMAL
2024-07-01 08:03:28,M01,0.738,0.628,63.16,12.12,0.181,-0.196,0.013,1,1,996,0,NORMAL
2024-07-01 08:03:29,M02,0.755,0.59,69.64,12.51,0.189,0.02,0.038,1,1,1010,0,NORMAL
2024-07-01 08:03:30,M01,0.782,0.633,65.57,11.91,0.14,-0.008,-0.019,1,1,987,0,NORMAL
2024-07-01 08:03:31,M03,0.844,0.6,66.78,11.69,0.198,-0.004,0.002,1,1,990,0,NORMAL
2024-07-01 08:03:32,M03,0.733,0.635,63.96,10.83,0.207,0.048,-0.001,1,1,1045,0,NORMAL
2024-07-01 08:03:33,M01,0.8,0.549,64.58,12.32,0.222,-0.005,0.026,1,1,997,0,NORMAL
2024-07-01 08:03:34,M03,0.775,0.6,63.5,11.93,0.245,-0.078,-0.036,1,1,1007,0,NORMAL
2024-07-01 08:03:35,M03,0.782,0.59,59.52,11.47,0.119,-0.01,0.038,1,1,987,0,NORMAL
2024-07-01 08:03:36,M03,0.848,0.541,62.14,12.05,0.161,0.004,0.018,1,1,1038,0,NORMAL
2024-07-01 08:03:37,M03,0.825,0.523,61.25,11.69,0.161,0.008,-0.046,1,1,997,0,NORMAL
2024-07-01 08:03:38,M03,0.865,0.634,60.35,11.72,0.156,0.011,0.044,1,1,991,0,NORMAL
2024-07-01 08:03:39,M01,0.791,0.583,62.51,12.3,0.129,0.071,0.081,1,1,989,0,NORMAL
2024-07-01 08:03:40,M01,0.764,0.55,67.68,11.31,0.089,-0.074,0.037,1,1,1034,0,NORMAL
2024-07-01 08:03:41,M02,0.788,0.596,64.87,12.52,0.165,0.012,0.052,1,1,1009,0,NORMAL
2024-07-01 08:03:42,M02,0.811,0.656,67.61,11.28,0.124,0.088,0.004,1,1,954,0,NORMAL
2024-07-01 08:03:43,M03,0.807,0.488,65.8,11.65,0.164,-0.119,-0.059,1,1,1085,0,NORMAL
2024-07-01 08:03:44,M03,0.745,0.527,66.56,12.97,0.122,0.012,-0.065,1,1,992,0,NORMAL
2024-07-01 08:03:45,M01,0.803,0.555,63.11,12.56,0.108,-0.04,0.01,1,1,1057,0,NORMAL
2024-07-01 08:03:46,M01,0.81,0.673,66.03,12.04,0.171,-0.026,-0.02,1,1,1011,0,NORMAL
2024-07-01 08:03:47,M03,0.924,0.615,66.45,11.51,0.168,-0.062,-0.032,1,1,994,0,NORMAL
2024-07-01 08:03:48,M03,0.892,0.639,63.78,11.72,0.188,-0.012,-0.001,1,1,987,0,NORMAL
2024-07-01 08:03:49,M02,0.756,0.544,66.11,12.03,0.265,0.125,0.023,1,1,944,0,NORMAL
2024-07-01 08:03:50,M02,0.784,0.545,66.12,12.01,0.174,-0.087,-0.051,1,1,996,0,NORMAL
2024-07-01 08:03:51,M03,0.726,0.623,63.83,11.94,0.183,-0.08,-0.015,1,1,1074,0,NORMAL
2024-07-01 08:03:52,M01,0.769,0.603,62.66,11.97,0.109,-0.089,0.055,1,1,1003,0,NORMAL
2024-07-01 08:03:53,M02,0.814,0.628,62.53,11.88,0.099,0.118,-0.038,1,1,996,0,NORMAL
